"Algorithm","Hash","FileName","Bytes"
"SHA256","1D711E8126F014D402A804D81B84299B1BC75332C093E138FE988239200C78C0","historical_data_2005.zip","1766061236"
"SHA256","B880ED5034757BF57617727BC834CDA0E2397D98D9CC1C09320D2EB5623F7CC2","historical_data_2006.zip","1080237615"
"SHA256","E0F7BE903BBC573A113035A49B94FBA99E5994DFDC53A4AA5B75098B7F104846","historical_data_2007.zip","1062729508"
"SHA256","5C4E186FF8398137CB5A84F0C77453477E2D40229F06D4C69C3BF0D824CBA765","historical_data_2008.zip","899051073"
"SHA256","BAE6DF67DF7557D8AE1F6BA8DD281E569EE9CDD592E12D227DD7E8EE88C9DACC","historical_data_2012.zip","2811847011"
"SHA256","66BFD0CE08A5DF8F3C6C0BC2D3CE6CCE96BDF9E4211F724C82EDDA3275D71396","historical_data_2017.zip","1228373126"
